Taxonomy	PRK01002	SMG01004	SMG01005	LPK01006	RRM01008	RSM01009	MSY01012	YRB01013	MML01014	RRG01015	AEO01016	AR001017	EMS01018	APA01019	MRK01020	SSM01021	TSY01022	DBM01024	VHW01025	SMG01026	KSS01027	KRL01028	PBB01029	DLD01030	PDD01031
Dethiobacteria	0	0	0	8.92083397053576e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64642911760208e-05	0.000114696436764031	8.92083397053576e-05	0.000229392873528062	3.82321455880104e-05	0.00028036906764541
Synergistia	0	0	0	0	0	0	0	0	6.3720242646684e-05	1.27440485293368e-05	0	1.27440485293368e-05	0	0.000267625019116073	0	0	0	0.000140184533822705	0	0	0	0	0	0	5.09761941173472e-05
Anaerolineae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.27440485293368e-05	0	0	2.54880970586736e-05	2.54880970586736e-05	0	7.64642911760208e-05	0.000152928582352042
Syntrophia	0	0	0	7.64642911760208e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.92083397053576e-05	0.000114696436764031	0	7.64642911760208e-05	6.3720242646684e-05	0.000140184533822705
Acidimicrobiia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54880970586736e-05	0	0.000140184533822705
Halanaerobiia	0	0	0	7.64642911760208e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000114696436764031	3.82321455880104e-05	0	6.3720242646684e-05	7.64642911760208e-05	0.000114696436764031
Syntrophomonadia	0	0	0	7.64642911760208e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54880970586736e-05	2.54880970586736e-05	0	0.000101952388234694
Rhodothermia	0	0	0	2.54880970586736e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09761941173472e-05	5.09761941173472e-05	2.54880970586736e-05	5.09761941173472e-05	7.64642911760208e-05
Ktedonobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	7.64642911760208e-05	0	0	0	1.27440485293368e-05	0	0	0	0	0	0	0
Desulfitobacteriia	0	0	0	5.09761941173472e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.54880970586736e-05	1.27440485293368e-05	0	6.3720242646684e-05
Sumerlaeia	0	0	0	1.27440485293368e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09761941173472e-05	0	0	0	0	0
Fibrobacteria	0	0	0	3.82321455880104e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.82321455880104e-05	3.82321455880104e-05	3.82321455880104e-05	5.09761941173472e-05	5.09761941173472e-05
Acidobacteriae	0	0	0	0	0	0	0	2.54880970586736e-05	0	0	0	0	0	1.27440485293368e-05	0	0	0	0	1.27440485293368e-05	0	0	2.54880970586736e-05	5.09761941173472e-05	0	0
